Branch code,Branch name,Categorization of customers,Mobile Banking,Status,Number of customers
NP0010030,Institutional Other,Internet Banking,BR Dhankuta,ACTIVE,2
NP0010031,Institutional Other,Internet Banking,BR Terhathum,ACTIVE,4
NP0010032,Institutional Other,Internet Banking,BR Bhojpur,ACTIVE,1
NP0010033,Institutional Other,Internet Banking,BR Chainpur,ACTIVE,1
NP0010034,Institutional Other,Internet Banking,BR Khandbari,ACTIVE,2
NP0010036,Institutional Other,Internet Banking,BR Kanchanpur,ACTIVE,2
NP0010037,Institutional Other,Internet Banking,BR Kalyanpur,ACTIVE,3
NP0010038,Institutional Other,Internet Banking,BR Bodebarsain,ACTIVE,4
NP0010040,Institutional Other,Internet Banking,BR Hanumannagar,ACTIVE,5
NP0010042,Institutional Other,Internet Banking,BR Siraha,ACTIVE,1
NP0010045,Institutional Other,Internet Banking,BO Lahan,ACTIVE,7
NP0010046,Institutional Other,Internet Banking,BR Gaighat,ACTIVE,6
NP0010047,Institutional Other,Internet Banking,BR Katari,ACTIVE,3
NP0010048,Institutional Other,Internet Banking,BR Beltar,ACTIVE,3
NP0010051,Institutional Other,Internet Banking,BR Salleri,ACTIVE,3
NP0010053,Institutional Other,Internet Banking,BR Dhalkebar,ACTIVE,8
NP0010054,Institutional Other,Internet Banking,BR Sabaila,ACTIVE,3
NP0010055,Institutional Other,Internet Banking,BR Khajuri,ACTIVE,1
NP0010056,Institutional Other,Internet Banking,BR Lagma Nagrain,ACTIVE,4
NP0010057,Institutional Other,Internet Banking,BR Milsarea,ACTIVE,1
NP0010058,Institutional Other,Internet Banking,BR Shivachowk,ACTIVE,11
NP0010060,Institutional Other,Internet Banking,BR Gaushala,ACTIVE,2
NP0010061,Institutional Other,Internet Banking,BR Balawa,ACTIVE,1
NP0010063,Institutional Other,Internet Banking,BR Bardibas,ACTIVE,4
NP0010064,Institutional Other,Internet Banking,BR Malangawa,ACTIVE,1
NP0010065,Institutional Other,Internet Banking,BR Ishworpur,ACTIVE,2
NP0010066,Institutional Other,Internet Banking,BR Barahathwa,ACTIVE,3
NP0010067,Institutional Other,Internet Banking,BR Nawalpur,ACTIVE,4
NP0010068,Institutional Other,Internet Banking,BR Sindhuli,ACTIVE,3
NP0010069,Institutional Other,Internet Banking,BR Manthali,ACTIVE,7
NP0010070,Institutional Other,Internet Banking,BR Charikot,ACTIVE,5
NP0010072,Institutional Other,Internet Banking,BR Pokhariya,ACTIVE,1
NP0010073,Institutional Other,Internet Banking,BR Sakhuwaparsauni,ACTIVE,1
NP0010074,Institutional Other,Internet Banking,BR Birgunj,ACTIVE,31
NP0010075,Institutional Other,Internet Banking,BR Kalaiya,ACTIVE,1
NP0010076,Institutional Other,Internet Banking,BR Nijgadha,ACTIVE,6
NP0010078,Institutional Other,Internet Banking,BR Simara,ACTIVE,19
NP0010080,Institutional Other,Internet Banking,BR Gaur,ACTIVE,5
NP0010082,Institutional Other,Internet Banking,BR Garuda,ACTIVE,1
NP0010083,Institutional Other,Internet Banking,BR Kantirajpath,ACTIVE,26
NP0010084,Institutional Other,Internet Banking,BR Palung,ACTIVE,3
NP0010085,Institutional Other,Internet Banking,BR Hetauda,ACTIVE,34
NP0010086,Institutional Other,Internet Banking,BR Bharatpur,ACTIVE,30
NP0010087,Institutional Other,Internet Banking,BR Gunjanagar,ACTIVE,4
NP0010088,Institutional Other,Internet Banking,BR Madhi,ACTIVE,18
NP0010089,Institutional Other,Internet Banking,BR Narayangadh,ACTIVE,38
NP0010091,Institutional Other,Internet Banking,BR Parsakhairahani,ACTIVE,36
NP0010092,Institutional Other,Internet Banking,BR Tadi,ACTIVE,8
NP0010093,Institutional Other,Internet Banking,BR Hakimchowk,ACTIVE,4
NP0010095,Institutional Other,Internet Banking,BR Ratnapark,ACTIVE,33
NP0010096,Institutional Other,Internet Banking,BR Budhanilkanth,ACTIVE,20
NP0010097,Institutional Other,Internet Banking,BR Samakhusi,ACTIVE,18
NP0010098,Institutional Other,Internet Banking,BR Sankhu,ACTIVE,1
NP0010099,Institutional Other,Internet Banking,BR Putalisadak,ACTIVE,52
NP0010100,Institutional Other,Internet Banking,BR New Road,ACTIVE,22
NP0010101,Institutional Other,Internet Banking,BR Thamel,ACTIVE,24
NP0010102,Institutional Other,Internet Banking,BR Baneshwor,ACTIVE,99
NP0010103,Institutional Other,Internet Banking,BR Kalimati,ACTIVE,42
NP0010104,Institutional Other,Internet Banking,BR Maharajgunj,ACTIVE,31
NP0010105,Institutional Other,Internet Banking,BR Chabahil,ACTIVE,26
NP0010106,Institutional Other,Internet Banking,BR Tripureshwor,ACTIVE,38
NP0010107,Institutional Other,Internet Banking,BR Koteshwor,ACTIVE,15
NP0010108,Institutional Other,Internet Banking,BR Jorpati,ACTIVE,35
NP0010109,Institutional Other,Internet Banking,BR Swyambhu,ACTIVE,14
NP0010110,Institutional Other,Internet Banking,BR Kalanki,ACTIVE,20
NP0010111,Institutional Other,Internet Banking,BR Kirtipur,ACTIVE,9
NP0010112,Institutional Other,Internet Banking,BR Battisputali,ACTIVE,16
NP0010113,Institutional Other,Internet Banking,BR Maitidevi,ACTIVE,13
NP0010114,Institutional Other,Internet Banking,BR Naksal,ACTIVE,17
NP0010115,Institutional Other,Internet Banking,BR Kapan,ACTIVE,12
NP0010116,Institutional Other,Internet Banking,BR Lagenkhel,ACTIVE,21
NP0010117,Institutional Other,Internet Banking,BR Chapagaun,ACTIVE,9
NP0010118,Institutional Other,Internet Banking,BR Satdobato,ACTIVE,10
NP0010119,Institutional Other,Internet Banking,BR Mangalbazar,ACTIVE,25
NP0010120,Institutional Other,Internet Banking,BR Pulchowk,ACTIVE,24
NP0010121,Institutional Other,Internet Banking,BR Sallaghari,ACTIVE,9
NP0010122,Institutional Other,Internet Banking,BR Dudhapati,ACTIVE,23
NP0010123,Institutional Other,Internet Banking,BR Gatthaghar,ACTIVE,35
NP0010124,Institutional Other,Internet Banking,BR Maddhyapur Thimi,ACTIVE,4
NP0010125,Institutional Other,Internet Banking,BR Dhulikhel,ACTIVE,5
NP0010126,Institutional Other,Internet Banking,BR Banepa,ACTIVE,18
NP0010127,Institutional Other,Internet Banking,BR Panchkhal,ACTIVE,2
NP0010128,Institutional Other,Internet Banking,BR Gajuri,ACTIVE,6
NP0010130,Institutional Other,Internet Banking,BR Dhadingdesi,ACTIVE,14
NP0010131,Institutional Other,Internet Banking,BR Khanikhola,ACTIVE,2
NP0010132,Institutional Other,Internet Banking,BR Trisuli,ACTIVE,7
NP0010133,Institutional Other,Internet Banking,BR Kharinatar,ACTIVE,12
NP0010134,Institutional Other,Internet Banking,BR Ranipawa,ACTIVE,3
NP0010135,Institutional Other,Internet Banking,BR Chautara,ACTIVE,6
NP0010136,Institutional Other,Internet Banking,BR Melamchi,ACTIVE,10
NP0010137,Institutional Other,Internet Banking,BR Barhabise,ACTIVE,3
NP0010138,Institutional Other,Internet Banking,BR Dhunche,ACTIVE,1
NP0010141,Institutional Other,Internet Banking,BR Majhagaun,ACTIVE,1
NP0010142,Institutional Other,Internet Banking,BR Parroha,ACTIVE,4
NP0010143,Institutional Other,Internet Banking,BR Bhairahawa,ACTIVE,11
NP0010144,Institutional Other,Internet Banking,BR Manglapur,ACTIVE,1
NP0010145,Institutional Other,Internet Banking,BR Dhakdhai,ACTIVE,2
NP0010146,Institutional Other,Internet Banking,BR Siddarthanagar,ACTIVE,50
NP0010147,Institutional Other,Internet Banking,BR Khasauli,ACTIVE,31
NP0010148,Institutional Other,Internet Banking,BR Butwal,ACTIVE,80
NP0010149,Institutional Other,Internet Banking,BR Lumbini,ACTIVE,5
NP0010150,Institutional Other,Internet Banking,BR Parasi,ACTIVE,11
NP0010151,Institutional Other,Internet Banking,BR Rajahar,ACTIVE,10
NP0010153,Institutional Other,Internet Banking,BR Bardaghat,ACTIVE,2
NP0010154,Institutional Other,Internet Banking,BR Taulihawa,ACTIVE,4
NP0010155,Institutional Other,Internet Banking,BR Krishnanagar,ACTIVE,3
NP0010156,Institutional Other,Internet Banking,BR 4 No. Jeetpur,ACTIVE,16
NP0010157,Institutional Other,Internet Banking,BR Tansen,ACTIVE,5
NP0010158,Institutional Other,Internet Banking,BR Rampur,ACTIVE,7
NP0010159,Institutional Other,Internet Banking,BR Tamghas,ACTIVE,5
NP0010160,Institutional Other,Internet Banking,BR Ridi,ACTIVE,3
NP0010161,Institutional Other,Internet Banking,BR Sandhikharka,ACTIVE,7
NP0010162,Institutional Other,Internet Banking,BR Thada,ACTIVE,6
NP0010163,Institutional Other,Internet Banking,Province Office Gandaki,ACTIVE,2
NP0010164,Institutional Other,Internet Banking,BR Pokhara,ACTIVE,34
NP0010165,Institutional Other,Internet Banking,BR Bagar,ACTIVE,8
NP0010166,Institutional Other,Internet Banking,BR Gagangauda,ACTIVE,21
NP0010167,Institutional Other,Internet Banking,BR Chipledhunga,ACTIVE,22
NP0010168,Institutional Other,Internet Banking,BR Damauli,ACTIVE,9
NP0010169,Institutional Other,Internet Banking,BR Khairenitar,ACTIVE,14
NP0010172,Institutional Other,Internet Banking,BR Galyang,ACTIVE,6
NP0010173,Institutional Other,Internet Banking,BR Waling,ACTIVE,11
NP0010174,Institutional Other,Internet Banking,BR Syangja,ACTIVE,4
NP0010175,Institutional Other,Internet Banking,BR Gorkha,ACTIVE,3
NP0010177,Institutional Other,Internet Banking,BR Palungtar,ACTIVE,19
NP0010178,Institutional Other,Internet Banking,BR Beshishahar,ACTIVE,14
NP0010179,Institutional Other,Internet Banking,BR Bhorletar,ACTIVE,6
NP0010180,Institutional Other,Internet Banking,BR Bhotewadar,ACTIVE,6
NP0010182,Institutional Other,Internet Banking,BR Baglung,ACTIVE,4
NP0010183,Institutional Other,Internet Banking,BR Hatiya,ACTIVE,7
NP0010185,Institutional Other,Internet Banking,BR Huwas,ACTIVE,2
NP0010190,Institutional Other,Internet Banking,BR Lamahi,ACTIVE,2
NP0010191,Institutional Other,Internet Banking,BR Tulsipur,ACTIVE,16
NP0010194,Institutional Other,Internet Banking,BR Ghorahi,ACTIVE,8
NP0010195,Institutional Other,Internet Banking,BR Narayanpur,ACTIVE,3
NP0010196,Institutional Other,Internet Banking,BR Pyuthan,ACTIVE,2
NP0010197,Institutional Other,Internet Banking,BR Rolpa,ACTIVE,5
NP0010198,Institutional Other,Internet Banking,BR Salyan,ACTIVE,4
NP0010201,Institutional Other,Internet Banking,BR Tribhuwanchowk,ACTIVE,2
NP0010203,Institutional Other,Internet Banking,BR Dhambujh,ACTIVE,15
NP0010204,Institutional Other,Internet Banking,BR Khajura,ACTIVE,2
NP0010205,Institutional Other,Internet Banking,BR Kohalpur,ACTIVE,20
NP0010206,Institutional Other,Internet Banking,BR Gulariya,ACTIVE,5
NP0010207,Institutional Other,Internet Banking,BR Rajapur,ACTIVE,2
NP0010208,Institutional Other,Internet Banking,BR Neulapur,ACTIVE,18
NP0010209,Institutional Other,Internet Banking,BR Surkhet,ACTIVE,25
NP0010210,Institutional Other,Internet Banking,BR Chhinchu,ACTIVE,10
NP0010211,Institutional Other,Internet Banking,BR Jajarkot,ACTIVE,5
NP0010212,Institutional Other,Internet Banking,BR Dailekh,ACTIVE,10
NP0010213,Institutional Other,Internet Banking,BR Jumla,ACTIVE,3
NP0010214,Institutional Other,Internet Banking,BR Dolpa,ACTIVE,1
NP0010215,Institutional Other,Internet Banking,BR Kalikot,ACTIVE,1
NP0010217,Institutional Other,Internet Banking,BR Humla,ACTIVE,1
NP0010219,Institutional Other,Internet Banking,BR Campus Road,ACTIVE,5
NP0010220,Institutional Other,Internet Banking,BR Bhajani,ACTIVE,1
NP0010221,Institutional Other,Internet Banking,BR Hasuliya,ACTIVE,2
NP0010222,Institutional Other,Internet Banking,BR Tikapur,ACTIVE,7
NP0010223,Institutional Other,Internet Banking,BR Sukhkhad,ACTIVE,6
NP0010225,Institutional Other,Internet Banking,BR Dhangadhi,ACTIVE,20
NP0010226,Institutional Other,Internet Banking,BR Mangalsen,ACTIVE,3
NP0010227,Institutional Other,Internet Banking,BR Sanphebagar,ACTIVE,2
NP0010228,Institutional Other,Internet Banking,BR Silgadhi,ACTIVE,4
NP0010271,Institutional Other,Internet Banking,BR Jorayal,ACTIVE,6
NP0010230,Institutional Other,Internet Banking,BR Bajura,ACTIVE,4
NP0010231,Institutional Other,Internet Banking,BR Bajhang,ACTIVE,4
NP0010232,Institutional Other,Internet Banking,BR Shreepur Belauri,ACTIVE,3
NP0010234,Institutional Other,Internet Banking,BR Attriya,ACTIVE,9
NP0010235,Institutional Other,Internet Banking,BR Dodhara Chandani,ACTIVE,2
NP0010236,Institutional Other,Internet Banking,BR Mahendranagar,ACTIVE,6
NP0010237,Institutional Other,Internet Banking,BR Dadeldhura,ACTIVE,1
NP0010238,Institutional Other,Internet Banking,BR Baitadi,ACTIVE,11
NP0010239,Institutional Other,Internet Banking,BR Patan,ACTIVE,4
NP0010241,Institutional Other,Internet Banking,BR Golbazar,ACTIVE,3
NP0010242,Institutional Other,Internet Banking,BR Gauradaha,ACTIVE,2
NP0010243,Institutional Other,Internet Banking,BR Bhingri,ACTIVE,2
NP0010244,Institutional Other,Internet Banking,BR Sauraha,ACTIVE,8
NP0010245,Institutional Other,Internet Banking,BR Pharsatikar,ACTIVE,17
NP0010246,Institutional Other,Internet Banking,BR Jhalari,ACTIVE,1
NP0010247,Institutional Other,Internet Banking,BR Chapakot,ACTIVE,6
NP0010248,Institutional Other,Internet Banking,BR Chhahare,ACTIVE,5
NP0010249,Institutional Other,Internet Banking,BR Lamki,ACTIVE,3
NP0010250,Institutional Other,Internet Banking,BR Chuhandada,ACTIVE,1
NP0010251,Institutional Other,Internet Banking,BR Rabi,ACTIVE,4
NP0010252,Institutional Other,Internet Banking,BR Chisapani,ACTIVE,3
NP0010253,Institutional Other,Internet Banking,BR Palung Mainadi,ACTIVE,1
NP0010254,Institutional Other,Internet Banking,BR Purkotdaha,ACTIVE,1
NP0010255,Institutional Other,Internet Banking,BR Sotang,ACTIVE,3
NP0010256,Institutional Other,Internet Banking,BR Dudhakoshi,ACTIVE,4
NP0010257,Institutional Other,Internet Banking,BR Ghorakhori,ACTIVE,13
NP0010258,Institutional Other,Internet Banking,BR Gandaki,ACTIVE,13
NP0010260,Institutional Other,Internet Banking,BR Kumalgaun,ACTIVE,1
NP0010261,Institutional Other,Internet Banking,BR Odanaku,ACTIVE,3
NP0010262,Institutional Other,Internet Banking,BR Dhime,ACTIVE,3
NP0010263,Institutional Other,Internet Banking,BR Majakot,ACTIVE,1
NP0010264,Institutional Other,Internet Banking,BR Nayakbada,ACTIVE,1
NP0010265,Institutional Other,Internet Banking,BR Bungal,ACTIVE,1
NP0010266,Institutional Other,Internet Banking,BR Sigas,ACTIVE,2
NP0010267,Institutional Other,Internet Banking,BR Kohalbi,ACTIVE,17
NP0010268,Institutional Other,Internet Banking,BR Malepatan (Zero KM),ACTIVE,13
NP0010269,Institutional Other,Internet Banking,BR Sakhuwa Mahendranagar,ACTIVE,5
NP0010270,Institutional Other,Internet Banking,BR Hariwon,ACTIVE,4
NP0010271,Institutional Other,Internet Banking,BR Jorayal,ACTIVE,5
NP0010272,Institutional Other,Internet Banking,BR Jogbudha,ACTIVE,2
NP0010273,Institutional Other,Internet Banking,BR Thankot,ACTIVE,29
NP0010274,Institutional Other,Internet Banking,BR Chandrauta,ACTIVE,1
NP0010275,Institutional Other,Internet Banking,BR Pakadi,ACTIVE,5
NP0010277,Institutional Other,Internet Banking,BR Shreepur,ACTIVE,1
NP0010279,Institutional Other,Internet Banking,BR Dharke,ACTIVE,3
NP0010280,Institutional Other,Internet Banking,BR Chhatiwan,ACTIVE,16
NP0010281,Institutional Other,Internet Banking,BR DULLU,ACTIVE,38
NP0010282,Institutional Other,Internet Banking,BR MULPANI,ACTIVE,6
NP0010283,Institutional Other,Internet Banking,BR DAKAHA,ACTIVE,4
NP0010284,Institutional Other,Internet Banking,BR RUKUMKOT,ACTIVE,1
NP0010285,Institutional Other,Internet Banking,BR Rakamkarnali,ACTIVE,4
NP0010287,Institutional Other,Internet Banking,BR Ratuwamai,ACTIVE,2
NP0010288,Institutional Other,Internet Banking,BR Bijuwar,ACTIVE,10
NP0010290,Institutional Other,Internet Banking,BR CHAUTHE,ACTIVE,2
NP0010291,Institutional Other,Internet Banking,BR Maurighat,ACTIVE,4
NP0010001,Institutional-Others,QR Merchants,Head Office,Active,401
NP0010001,Institutional-Others,QR Merchants,Head Office,Inactive,216
NP0010002,Institutional-Others,QR Merchants,Corporate Banking Ramshahpath,Active,114
NP0010002,Institutional-Others,QR Merchants,Corporate Banking Ramshahpath,Inactive,49
NP0010003,Institutional-Others,QR Merchants,Province Biratnagar,Active,1
NP0010003,Institutional-Others,QR Merchants,Province Biratnagar,Inactive,0
NP0010004,Institutional-Others,QR Merchants,Branch Office Dhulabari,Active,3
NP0010004,Institutional-Others,QR Merchants,Branch Office Dhulabari,Inactive,44
NP0010005,Institutional-Others,QR Merchants,Branch Office Bhadrapur,Active,66
NP0010005,Institutional-Others,QR Merchants,Branch Office Bhadrapur,Inactive,108
NP0010006,Institutional-Others,QR Merchants,Branch Office Birtamod,Active,186
NP0010006,Institutional-Others,QR Merchants,Branch Office Birtamod,Inactive,11
NP0010007,Institutional-Others,QR Merchants,Branch Office Surunga,Active,15
NP0010007,Institutional-Others,QR Merchants,Branch Office Surunga,Inactive,75
NP0010008,Institutional-Others,QR Merchants,Branch Office Damak,Active,106
NP0010008,Institutional-Others,QR Merchants,Branch Office Damak,Inactive,93
NP0010009,Institutional-Others,QR Merchants,Branch Office llam,Active,6
NP0010009,Institutional-Others,QR Merchants,Branch Office llam,Inactive,84
NP0010010,Institutional-Others,QR Merchants,Branch Office Phikkal,Active,14
NP0010010,Institutional-Others,QR Merchants,Branch Office Phikkal,Inactive,50
NP0010011,Institutional-Others,QR Merchants,Branch Office Mangalbare,Active,34
NP0010011,Institutional-Others,QR Merchants,Branch Office Mangalbare,Inactive,20
NP0010012,Institutional-Others,QR Merchants,Branch Office Phidim,Active,14
NP0010012,Institutional-Others,QR Merchants,Branch Office Phidim,Inactive,52
NP0010013,Institutional-Others,QR Merchants,Branch Office Taplejung,Active,19
NP0010013,Institutional-Others,QR Merchants,Branch Office Taplejung,Inactive,18
NP0010014,Institutional-Others,QR Merchants,Branch Office Rangeli,Active,21
NP0010014,Institutional-Others,QR Merchants,Branch Office Rangeli,Inactive,65
NP0010015,Institutional-Others,QR Merchants,Branch Office Biratchock,Active,16
NP0010015,Institutional-Others,QR Merchants,Branch Office Biratchock,Inactive,112
NP0010016,Institutional-Others,QR Merchants,Branch Office Biratnagar ,Active,176
NP0010016,Institutional-Others,QR Merchants,Branch Office Biratnagar ,Inactive,108
NP0010017,Institutional-Others,QR Merchants,Branch Office Urlabari,Active,9
NP0010017,Institutional-Others,QR Merchants,Branch Office Urlabari,Inactive,80
NP0010018,Institutional-Others,QR Merchants,Branch Office Kanchanbari,Active,54
NP0010018,Institutional-Others,QR Merchants,Branch Office Kanchanbari,Inactive,44
NP0010019,Institutional-Others,QR Merchants,Branch Office Ambari,Active,2
NP0010019,Institutional-Others,QR Merchants,Branch Office Ambari,Inactive,47
NP0010020,Institutional-Others,QR Merchants,Branch Office Tinpaini,Active,130
NP0010020,Institutional-Others,QR Merchants,Branch Office Tinpaini,Inactive,47
NP0010021,Institutional-Others,QR Merchants,Branch Office Neta Chowk ,Active,6
NP0010021,Institutional-Others,QR Merchants,Branch Office Neta Chowk ,Inactive,31
NP0010022,Institutional-Others,QR Merchants,RTC Letang,Active,12
NP0010022,Institutional-Others,QR Merchants,RTC Letang,Inactive,38
NP0010023,Institutional-Others,QR Merchants,Branch Office Inaruwa,Active,24
NP0010023,Institutional-Others,QR Merchants,Branch Office Inaruwa,Inactive,147
NP0010024,Institutional-Others,QR Merchants,Branch Office Harinagara,Active,7
NP0010024,Institutional-Others,QR Merchants,Branch Office Harinagara,Inactive,28
NP0010025,Institutional-Others,QR Merchants,Branch Office Barju,Active,9
NP0010025,Institutional-Others,QR Merchants,Branch Office Barju,Inactive,30
NP0010026,Institutional-Others,QR Merchants,Branch Office Itahari,Active,78
NP0010026,Institutional-Others,QR Merchants,Branch Office Itahari,Inactive,111
NP0010027,Institutional-Others,QR Merchants,Branch Office Dharan,Active,138
NP0010027,Institutional-Others,QR Merchants,Branch Office Dharan,Inactive,125
NP0010028,Institutional-Others,QR Merchants,Branch Office Duhabi,Active,7
NP0010028,Institutional-Others,QR Merchants,Branch Office Duhabi,Inactive,53
NP0010029,Institutional-Others,QR Merchants,Branch Office Laukahi,Active,7
NP0010029,Institutional-Others,QR Merchants,Branch Office Laukahi,Inactive,12
NP0010030,Institutional-Others,QR Merchants,Branch Office Dhankuta,Active,3
NP0010030,Institutional-Others,QR Merchants,Branch Office Dhankuta,Inactive,10
NP0010031,Institutional-Others,QR Merchants,Branch Office Terhathum,Active,3
NP0010031,Institutional-Others,QR Merchants,Branch Office Terhathum,Inactive,40
NP0010032,Institutional-Others,QR Merchants,Branch Office Bhojpur,Active,27
NP0010032,Institutional-Others,QR Merchants,Branch Office Bhojpur,Inactive,23
NP0010033,Institutional-Others,QR Merchants,Branch Office Chainpur,Active,26
NP0010033,Institutional-Others,QR Merchants,Branch Office Chainpur,Inactive,27
NP0010034,Institutional-Others,QR Merchants,Branch Office Khandbari,Active,3
NP0010034,Institutional-Others,QR Merchants,Branch Office Khandbari,Inactive,52
NP0010036,Institutional-Others,QR Merchants,Branch Office Kanchanpur,Active,67
NP0010036,Institutional-Others,QR Merchants,Branch Office Kanchanpur,Inactive,53
NP0010037,Institutional-Others,QR Merchants,Branch Office Kalyanpur,Active,115
NP0010037,Institutional-Others,QR Merchants,Branch Office Kalyanpur,Inactive,41
NP0010038,Institutional-Others,QR Merchants,Branch Office Bodebarsain,Active,101
NP0010038,Institutional-Others,QR Merchants,Branch Office Bodebarsain,Inactive,31
NP0010039,Institutional-Others,QR Merchants,Branch Office Rajbiraj,Active,74
NP0010039,Institutional-Others,QR Merchants,Branch Office Rajbiraj,Inactive,3
NP0010040,Institutional-Others,QR Merchants,Branch Office Hanumannagar,Active,6
NP0010040,Institutional-Others,QR Merchants,Branch Office Hanumannagar,Inactive,3
NP0010042,Institutional-Others,QR Merchants,Branch Office Siraha,Active,164
NP0010042,Institutional-Others,QR Merchants,Branch Office Siraha,Inactive,55
NP0010043,Institutional-Others,QR Merchants,Branch Office Mirchaiya,Active,18
NP0010043,Institutional-Others,QR Merchants,Branch Office Mirchaiya,Inactive,1
NP0010044,Institutional-Others,QR Merchants,Branch Office Shukhipur,Active,58
NP0010044,Institutional-Others,QR Merchants,Branch Office Shukhipur,Inactive,23
NP0010045,Institutional-Others,QR Merchants,Branch Office Lahan,Active,83
NP0010045,Institutional-Others,QR Merchants,Branch Office Lahan,Inactive,17
NP0010046,Institutional-Others,QR Merchants,Branch Office Gaighat,Active,39
NP0010046,Institutional-Others,QR Merchants,Branch Office Gaighat,Inactive,168
NP0010047,Institutional-Others,QR Merchants,Branch Office Katari,Active,51
NP0010047,Institutional-Others,QR Merchants,Branch Office Katari,Inactive,48
NP0010048,Institutional-Others,QR Merchants,Branch Office Beltar,Active,33
NP0010048,Institutional-Others,QR Merchants,Branch Office Beltar,Inactive,2
NP0010049,Institutional-Others,QR Merchants,Branch Office Diktel,Active,22
NP0010049,Institutional-Others,QR Merchants,Branch Office Diktel,Inactive,16
NP0010050,Institutional-Others,QR Merchants,Branch Office Okhaldhunga,Active,20
NP0010050,Institutional-Others,QR Merchants,Branch Office Okhaldhunga,Inactive,22
NP0010051,Institutional-Others,QR Merchants,Branch Office Salleri,Active,16
NP0010051,Institutional-Others,QR Merchants,Branch Office Salleri,Inactive,8
NP0010052,Institutional-Others,QR Merchants,Province Office Janakpur,Active,3
NP0010052,Institutional-Others,QR Merchants,Province Office Janakpur,Inactive,0
NP0010053,Institutional-Others,QR Merchants,Branch Office Dhalkebar,Active,88
NP0010053,Institutional-Others,QR Merchants,Branch Office Dhalkebar,Inactive,14
NP0010054,Institutional-Others,QR Merchants,Branch Office Sabaila,Active,29
NP0010054,Institutional-Others,QR Merchants,Branch Office Sabaila,Inactive,0
NP0010055,Institutional-Others,QR Merchants,Branch Office Khajuri,Active,38
NP0010055,Institutional-Others,QR Merchants,Branch Office Khajuri,Inactive,6
NP0010056,Institutional-Others,QR Merchants,Branch Office Nagrain,Active,30
NP0010056,Institutional-Others,QR Merchants,Branch Office Nagrain,Inactive,10
NP0010057,Institutional-Others,QR Merchants,Branch Office Milsaeriya,Active,41
NP0010057,Institutional-Others,QR Merchants,Branch Office Milsaeriya,Inactive,8
NP0010058,Institutional-Others,QR Merchants,Branch Office Shivachock,Active,89
NP0010058,Institutional-Others,QR Merchants,Branch Office Shivachock,Inactive,42
NP0010059,Institutional-Others,QR Merchants,Branch Office Jaleshwor,Active,3
NP0010059,Institutional-Others,QR Merchants,Branch Office Jaleshwor,Inactive,0
NP0010060,Institutional-Others,QR Merchants,Branch Office Gaushala,Active,62
NP0010060,Institutional-Others,QR Merchants,Branch Office Gaushala,Inactive,9
NP0010061,Institutional-Others,QR Merchants,Branch Office Balawa,Active,30
NP0010061,Institutional-Others,QR Merchants,Branch Office Balawa,Inactive,3
NP0010062,Institutional-Others,QR Merchants,Branch Office Loharpatti,Active,7
NP0010062,Institutional-Others,QR Merchants,Branch Office Loharpatti,Inactive,0
NP0010063,Institutional-Others,QR Merchants,Branch Office Bardibas,Active,41
NP0010063,Institutional-Others,QR Merchants,Branch Office Bardibas,Inactive,8
NP0010064,Institutional-Others,QR Merchants,Branch Office Malangawa,Active,28
NP0010064,Institutional-Others,QR Merchants,Branch Office Malangawa,Inactive,7
NP0010065,Institutional-Others,QR Merchants,Branch Office Ishworpur,Active,75
NP0010065,Institutional-Others,QR Merchants,Branch Office Ishworpur,Inactive,1
NP0010066,Institutional-Others,QR Merchants,Branch Office Barahathwa ,Active,45
NP0010066,Institutional-Others,QR Merchants,Branch Office Barahathwa ,Inactive,16
NP0010067,Institutional-Others,QR Merchants,Branch Office Nawalpur,Active,45
NP0010067,Institutional-Others,QR Merchants,Branch Office Nawalpur,Inactive,10
NP0010068,Institutional-Others,QR Merchants,Branch Office Sindhuli,Active,51
NP0010068,Institutional-Others,QR Merchants,Branch Office Sindhuli,Inactive,213
NP0010069,Institutional-Others,QR Merchants,Branch Office Manthali,Active,9
NP0010069,Institutional-Others,QR Merchants,Branch Office Manthali,Inactive,63
NP0010070,Institutional-Others,QR Merchants,Branch Office Charikot,Active,5
NP0010070,Institutional-Others,QR Merchants,Branch Office Charikot,Inactive,69
NP0010072,Institutional-Others,QR Merchants,Branch Office Pokhariya,Active,29
NP0010072,Institutional-Others,QR Merchants,Branch Office Pokhariya,Inactive,17
NP0010073,Institutional-Others,QR Merchants,Branch Office Sakhuwaparsauni ,Active,31
NP0010073,Institutional-Others,QR Merchants,Branch Office Sakhuwaparsauni ,Inactive,26
NP0010074,Institutional-Others,QR Merchants,Branch Office Birgunj,Active,203
NP0010074,Institutional-Others,QR Merchants,Branch Office Birgunj,Inactive,188
NP0010075,Institutional-Others,QR Merchants,Branch Office Kalaiya,Active,55
NP0010075,Institutional-Others,QR Merchants,Branch Office Kalaiya,Inactive,40
NP0010076,Institutional-Others,QR Merchants,Branch Office Nijgudha,Active,51
NP0010076,Institutional-Others,QR Merchants,Branch Office Nijgudha,Inactive,32
NP0010077,Institutional-Others,QR Merchants,Branch Office Amritgunj,Active,8
NP0010077,Institutional-Others,QR Merchants,Branch Office Amritgunj,Inactive,22
NP0010078,Institutional-Others,QR Merchants,Branch Office Simara,Active,66
NP0010078,Institutional-Others,QR Merchants,Branch Office Simara,Inactive,23
